source_type,event_name,source,year,session_title,abstract,topic_terms,url,source_url,crawl_depth
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Bringing Identity Standards into the World of Critical Infrastructure Steven Venema - ForgeRock Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"Building the Plane While Flying, (Or, How to Develop New Identity Talent) Arynn Crow - Amazon Web Services Recording Presentation",,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Know thy Enemy: Understanding the Psychology of the Modern Identity Fraudster Halil Cem Tonguc - Onfido Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Leveraging Multi-Device Passkeys in Regulated Markets Rolf Lindemann - Nok Nok Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Open Banking and Open Data -The Global State of Play Dima Postnikov - Australian Payments Plus Ralph Bragg - Raidiam Recording Presentation,identity_management,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The Real Dangers of Synthetic ID Amy Shuart - Onfido Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Closing the Identity Gap Kay Chopard - Kantara Initiative Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Jumpstart Your Privileged Account Management Program Ken Robertson - Fifth Third Bank Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Navigating Your Career Development as an Identity Professional Jon Lehtinen - IDPro/Okta Recording Presentation,access_governance,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"New Approach to IGA Governance: combining Identity, Device and Target governance into one - IDT. Vladislav Shapiro - Costidity Inc. Recording Presentation",access_governance,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"Open Banking: Is It Actually Benefiting Fintechs, Banks, and End Users? Joseph Heenan - Authlete Dima Postnikov - Australian Payments Plus Recording Presentation",,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,"O Say, Can You See...an American Digital Identity Strategy? Jeremy Grant - Venable LLP Recording Presentation",identity_representation,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Programming Engineers: How Standards Shape the Way We Work Justin Richer - Bespoke Engineering Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Standards in IoT & Identity - How do they Play Together and What are the Gaps to Solve? Andre Priebe - iC Consult Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Best Practices to Peacefully (and Successfully) Migrate from Password and Passwordless Chintan Jain - Hilton Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Future-Proofing Against Quantum Computing Threats Teresa Wu - IDEMIA Olivier Nora - IDEMIA Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Getting it Right: The Business Case for Knowing Your Customers Vikas Mundada - Ping Identity Lynette Hushen - Ping Identity Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Identity Expansion Across Highly Regulated Jurisdictions Brittany Weinstein - KPMG Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Jumping the Identity S Curve: Achieving Privacy- Preserving Identity Verification and Federation While Reducing IT and Security Costs Tina Srivastava - Badge Inc. Recording Presentation,privacy_and_risk,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,The Butterfly Effect of Standards Development Heather Flanagan - Spherical Cow Consulting Mike Kiser - SailPoint Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,A Miracle Pill for Enterprise SAML David Brossard - Axiomatics Sam Rosen - Salesforce Pranesh Radhakrishnan - Salesforce Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,Building and Protecting a Digital Society: Lessons Learned Unlocking Digital Identities Joseph Carson - Delinea Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Identiverse,Identiverse 2023 archive,2023,Recording,What to Consider to Build a Great Passkey User Experience Huan Liu - Block Inc. Recording Presentation,,https://events.identiverse.com/identiverse2023,https://events.identiverse.com/identiverse2023,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,Gartner.com,"Gartner.com Global Conferences Calendar Conference Navigator Sign In Sign In Sign In Gartner Identity & Access Management Summit December 7 – 9, 2026 Las Vegas, NV Register Now Gartner Identity & Access Management Summit December 7 – 9, 2026 Las Vegas, NV Overview Experience Sessions Speakers Exhibitors Venue Register Now Gartner.com Global Conferences Calendar",access_governance,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2025,Conference Topics at a Glance,"Explore this year’s topics View topics for IT and IAM executives and dive into last year’s sessions while we work on the full 2026 agenda. .bgImageParent-1780997311183 { border: none; background: linear-gradient(180deg, #000811 0%, #002856 100%); } Learn more about Gartner Identity & Access Management Summit 2026. Get our latest conference schedules, updates and insights sent straight to your inbox. Work Email Person Type Continue By clicking the ""Continue"" button, you are agreeing to the Gartner Terms of Use and Privacy Policy. Contact Information All fields are required. First Name Last Name Business Phone Country/Region/Territory Person Type Job Title Company Name Job Function Job Role Please provide the consent below I have read, understood and accepted Gartner Separate Consent Letter , whereby I agree (1) to provide Gartner with my personal information, and understand that information will be transferred outside of mainland China and processed by Gartner group companies and other legitimate processing parties and (2) to be contacted by Gartner group companies via internet, mobile/telephone and email, for the purposes of sales, marketing and research. By clicking the ""Submit"" button, you are agreeing to the Gartner Terms of Use and Privacy Policy. Back Submit Conference Topics at a Glance The 2026 agenda delivers the latest technology, strategy and leadership insights across key topic areas, covering the challenges most critical to IT and IAM executives. IAM for Agentic AI Agentic AI introduces new identity, access and trust challenges. Learn how to define, govern and secure AI agent identities, enforce least privilege and apply behavior‑based policies in autonomous, machine‑speed environments. IAM Program and Strategy Successful IAM requires more than tools. Explore how to build and sustain an IAM program with clear governance, roadmaps, metrics and executive alignment — while delivering business value under budget and resource constraints. Machine IAM/Nonhuman Identities Nonhuman identities now outnumber humans. Discover how to manage life cycle, access and governance for machines, workloads, service accounts and APIs — reducing risk from unmanaged and over‑privileged identities. View All Topics Look back at 2025 conference sessions Hundreds of conference sessions were presented each day at Gartner Identity & Access Management Summit 2025. While we work to develop this year’s agenda, filter to see sessions that align with your role and interests. Show Filters .st0 { fill: #FFFFFF; font-weight: bold; } Filter Sessions Cancel Track Track A: IAM Program Management & Leadership Track B: Access Management & Authentication Track C: Identity Governance & Administration Track D: Privileged Access Management Track E: Visibility & Observability Track F: Cybersecurity & Enablement Spotlight Track: Agentic AI and Emerging Technologies Spotlight Track: Technical Insights and Standards Topic Access Management (AM) Architecting IAM Authentication Authorization Business Enablement Customer Identity Access Management (CIAM) Cybersecurity and Privacy Gen AI and Emerging Technologies IAM Discovery IAM Program Management IAM Resilience IAM Standards IAM Visibility and Observability Identity and Access Data Identity and Access Intelligence Identity Governance and Administration (IGA) Identity Verification Leadership Machine IAM Maximizing Business Value Privileged Access Management (PAM) Session Type Ask the Expert Contract Negotiation Clinics Keynote Receptions Roundtables Solution Provider Sessions Theater Sessions Track Sessions Workshops Day Day 1 Day 2 Day 3 Clear All See 198 Sessions No Results Showing 198 Sessions Clear All Monday, December 08, 2025 09:30 AM - 10:15 AM CST Gartner Opening Keynote: Identity at the Core Michael Kelley, Sr Director Analyst, Gartner Akif Khan, VP Analyst, Gartner Identity and access management is at the core of modern business. Shaped by both internal and external forces, IAM is now a key capability that businesses need to compete and thrive - from securing the use of AI agents to safely enabling competitive customer experiences. However, its importance is not always recognised, and IAM leaders must work to address this. Developing and leading a resilient IAM function must now be a central tenet of any IAM team's strategy in order to confidently anchor the business from the core. ... Show More Show Less 10:30 AM - 10:50 AM CST Axiomatics: Zero Trust for AI - The Many Facets of Access Control for MCP, Agents, Bots, and more David Brossard, CHIEF TECHNOLOGY OFFICER, Axiomatics AI is revolutionizing work, creating opportunities, and boosting customer experiences. With great power comes an even greater need to secure access to the data & services we’re now running with the help of AI. How do you make sure your team gets the right insights without peeking into data they’re not entitled to? We will show how runtime authorization can help and provide attendees with a roadmap to secure the use of AI within the enterprise. ... Show More Show Less 10:30 AM - 10:50 AM CST PlainID: Anatomy of an AI Breach: A Real-life Look at Agentic Access Control Failure Mickey Martin, VP, SALES ENGINEERING, PlainID This session deconstructs the anatomy of these new AI-driven security failures. We will look at traditional approaches and the gaps left across the entire AI lifecycle, grounding the analysis in a case study from a Fortune 500 professional services company that extended its strong authorization framework across its agentic AI enterprise systems. Discuss a practical playbook: a modern, Zero Trust framework for governing the entire AI workflow. ... Show More Show Less 11:00 AM - 11:45 AM CST Ask the Expert: How to Adopt Decentralized Identity and Verifiable Credentials Homan Farahmand, VP Analyst, Gartner Decentralized identity and verifiable credentials technology and architecture are continuously evolving. However, adoption can be challenging. In this session, we address your questions about adoption issues, including practical use cases, ecosystem modeling, governance frameworks, and technology maturity and evaluation. ... Show More Show Less 11:00 AM - 11:30 AM CST Guidance for Successful Privileged Access Management Deployment In this breakout session, we'll explore the critical importance of privileged access management (PAM), its essential objectives and how to reap out the right benefits from a PAM implementation . We'll discuss how to adapt your internal processes and operating model to effectively support PAM tools and provide strategies to enhance your PAM maturity. ... Show More Show Less 11:00 AM - 11:30 AM CST Guidance for Workforce Identity Verification James Hoover, Sr Principal Analyst, Gartner Where and how should IDV be incorporated into workforce IAM? What technical and cultural considerations must be taken into account that are unique from regulatory or compliance IDV scenarios . ... Show More Show Less 11:00 AM - 11:30 AM CST High-Value AI Use Cases for IAM Nathan Harris, Sr Director Analyst, Gartner While AI holds the promise for automation and efficiency, not all IAM use cases are equally suited for AI enablement. This session will walk through Gartner research related to AI for IAM use cases, including agentic AI, and help IAM leaders focus AI adoption plans on the most beneficial use cases. ... Show More Show Less 11:00 AM - 11:30 AM CST How to Become a Top Performing IAM Leader Rebecca Archambault, Sr Director Analyst, Gartner What is the formula for success for an IAM leader? How does the IAM leader work with many stakeholders to achieve goals and solve challenges? How do successful leaders align their work to the desired impact and value? This session will leave you with four steps to establish a trust foundation, which will guide IAM leaders and position them for success. ... Show More Show Less 11:00 AM - 11:45 AM CST Peer Meetup: IAM for Agentic AI and Emerging Technologies Come together for a discussion with peers to discuss best practices and challenges around Agentic AI and Emerging Technologies. Peer Meetups are networking sessions that allow you to connect and share with a small group of your peers, without Gartner facilitation. Please make every effort to attend your Peer Meetup as other attendees will be looking forward to meeting with you. ... Show More Show Less ... Show More Show Less Items per page: 9 9 18 36 1 – 9 of 198 Items 1 of 22 Pages Sorry, no sessions match your criteria. Please refine your filters to display sessions. .bgImageParent-1780997311211 { border: none; background: linear-gradient(180deg, #000811 0%, #002856 100%); } “Comprehensive coverage over what many consider to be a niche security topic. Insightful discussion on best practices, major players and up-and-coming solution providers.” Brian Curl CISO, Rogers Corporation Discover what it’s like to experience Gartner IAM Summit. Dive Into the Experience",identity_management; access_governance; ai_and_automation; privacy_and_risk,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,Conference Topics at a Glance,"Conference Topics at a Glance The 2026 agenda delivers the latest technology, strategy and leadership insights across key topic areas, covering the challenges most critical to IT and IAM executives.",identity_management,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,"The 2026 agenda delivers the latest technology, strategy and leadership insights across key topic areas, covering the ch","The 2026 agenda delivers the latest technology, strategy and leadership insights across key topic areas, covering the challenges most critical to IT and IAM executives.",identity_management,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2025,Gartner Opening Keynote: Identity at the Core,"Look back at 2025 conference sessions Hundreds of conference sessions were presented each day at Gartner Identity & Access Management Summit 2025. While we work to develop this year’s agenda, filter to see sessions that align with your role and interests. Show Filters .st0 { fill: #FFFFFF; font-weight: bold; } Filter Sessions Cancel Track Track A: IAM Program Management & Leadership Track B: Access Management & Authentication Track C: Identity Governance & Administration Track D: Privileged Access Management Track E: Visibility & Observability Track F: Cybersecurity & Enablement Spotlight Track: Agentic AI and Emerging Technologies Spotlight Track: Technical Insights and Standards Topic Access Management (AM) Architecting IAM Authentication Authorization Business Enablement Customer Identity Access Management (CIAM) Cybersecurity and Privacy Gen AI and Emerging Technologies IAM Discovery IAM Program Management IAM Resilience IAM Standards IAM Visibility and Observability Identity and Access Data Identity and Access Intelligence Identity Governance and Administration (IGA) Identity Verification Leadership Machine IAM Maximizing Business Value Privileged Access Management (PAM) Session Type Ask the Expert Contract Negotiation Clinics Keynote Receptions Roundtables Solution Provider Sessions Theater Sessions Track Sessions Workshops Day Day 1 Day 2 Day 3 Clear All See 198 Sessions No Results Showing 198 Sessions Clear All Monday, December 08, 2025 09:30 AM - 10:15 AM CST Gartner Opening Keynote: Identity at the Core Michael Kelley, Sr Director Analyst, Gartner Akif Khan, VP Analyst, Gartner Identity and access management is at the core of modern business. Shaped by both internal and external forces, IAM is now a key capability that businesses need to compete and thrive - from securing the use of AI agents to safely enabling competitive customer experiences. However, its importance is not always recognised, and IAM leaders must work to address this. Developing and leading a resilient IAM function must now be a central tenet of any IAM team's strategy in order to confidently anchor the business from the core. ... Show More Show Less 10:30 AM - 10:50 AM CST Axiomatics: Zero Trust for AI - The Many Facets of Access Control for MCP, Agents, Bots, and more David Brossard, CHIEF TECHNOLOGY OFFICER, Axiomatics AI is revolutionizing work, creating opportunities, and boosting customer experiences. With great power comes an even greater need to secure access to the data & services we’re now running with the help of AI. How do you make sure your team gets the right insights without peeking into data they’re not entitled to? We will show how runtime authorization can help and provide attendees with a roadmap to secure the use of AI within the enterprise. ... Show More Show Less 10:30 AM - 10:50 AM CST PlainID: Anatomy of an AI Breach: A Real-life Look at Agentic Access Control Failure Mickey Martin, VP, SALES ENGINEERING, PlainID This session deconstructs the anatomy of these new AI-driven security failures. We will look at traditional approaches and the gaps left across the entire AI lifecycle, grounding the analysis in a case study from a Fortune 500 professional services company that extended its strong authorization framework across its agentic AI enterprise systems. Discuss a practical playbook: a modern, Zero Trust framework for governing the entire AI workflow. ... Show More Show Less 11:00 AM - 11:45 AM CST Ask the Expert: How to Adopt Decentralized Identity and Verifiable Credentials Homan Farahmand, VP Analyst, Gartner Decentralized identity and verifiable credentials technology and architecture are continuously evolving. However, adoption can be challenging. In this session, we address your questions about adoption issues, including practical use cases, ecosystem modeling, governance frameworks, and technology maturity and evaluation. ... Show More Show Less 11:00 AM - 11:30 AM CST Guidance for Successful Privileged Access Management Deployment In this breakout session, we'll explore the critical importance of privileged access management (PAM), its essential objectives and how to reap out the right benefits from a PAM implementation . We'll discuss how to adapt your internal processes and operating model to effectively support PAM tools and provide strategies to enhance your PAM maturity. ... Show More Show Less 11:00 AM - 11:30 AM CST Guidance for Workforce Identity Verification James Hoover, Sr Principal Analyst, Gartner Where and how should IDV be incorporated into workforce IAM? What technical and cultural considerations must be taken into account that are unique from regulatory or compliance IDV scenarios . ... Show More Show Less 11:00 AM - 11:30 AM CST High-Value AI Use Cases for IAM Nathan Harris, Sr Director Analyst, Gartner While AI holds the promise for automation and efficiency, not all IAM use cases are equally suited for AI enablement. This session will walk through Gartner research related to AI for IAM use cases, including agentic AI, and help IAM leaders focus AI adoption plans on the most beneficial use cases. ... Show More Show Less 11:00 AM - 11:30 AM CST How to Become a Top Performing IAM Leader Rebecca Archambault, Sr Director Analyst, Gartner What is the formula for success for an IAM leader? How does the IAM leader work with many stakeholders to achieve goals and solve challenges? How do successful leaders align their work to the desired impact and value? This session will leave you with four steps to establish a trust foundation, which will guide IAM leaders and position them for success. ... Show More Show Less 11:00 AM - 11:45 AM CST Peer Meetup: IAM for Agentic AI and Emerging Technologies Come together for a discussion with peers to discuss best practices and challenges around Agentic AI and Emerging Technologies. Peer Meetups are networking sessions that allow you to connect and share with a small group of your peers, without Gartner facilitation. Please make every effort to attend your Peer Meetup as other attendees will be looking forward to meeting with you. ... Show More Show Less ... Show More Show Less Items per page: 9 9 18 36 1 – 9 of 198 Items 1 of 22 Pages Sorry, no sessions match your criteria. Please refine your filters to display sessions.",identity_management; access_governance; ai_and_automation; privacy_and_risk,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,Gartner Opening Keynote: Identity at the Core,"09:30 AM - 10:15 AM CST Gartner Opening Keynote: Identity at the Core Michael Kelley, Sr Director Analyst, Gartner Akif Khan, VP Analyst, Gartner Identity and access management is at the core of modern business. Shaped by both internal and external forces, IAM is now a key capability that businesses need to compete and thrive - from securing the use of AI agents to safely enabling competitive customer experiences. However, its importance is not always recognised, and IAM leaders must work to address this. Developing and leading a resilient IAM function must now be a central tenet of any IAM team's strategy in order to confidently anchor the business from the core. ... Show More Show Less",identity_management; ai_and_automation,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,PlainID: Anatomy of an AI Breach: A Real-life Look at Agentic Access Control Failure,"10:30 AM - 10:50 AM CST PlainID: Anatomy of an AI Breach: A Real-life Look at Agentic Access Control Failure Mickey Martin, VP, SALES ENGINEERING, PlainID This session deconstructs the anatomy of these new AI-driven security failures. We will look at traditional approaches and the gaps left across the entire AI lifecycle, grounding the analysis in a case study from a Fortune 500 professional services company that extended its strong authorization framework across its agentic AI enterprise systems. Discuss a practical playbook: a modern, Zero Trust framework for governing the entire AI workflow. ... Show More Show Less",ai_and_automation; privacy_and_risk,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,Ask the Expert: How to Adopt Decentralized Identity and Verifiable Credentials,"11:00 AM - 11:45 AM CST Ask the Expert: How to Adopt Decentralized Identity and Verifiable Credentials Homan Farahmand, VP Analyst, Gartner Decentralized identity and verifiable credentials technology and architecture are continuously evolving. However, adoption can be challenging. In this session, we address your questions about adoption issues, including practical use cases, ecosystem modeling, governance frameworks, and technology maturity and evaluation. ... Show More Show Less",,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,Guidance for Successful Privileged Access Management Deployment,"11:00 AM - 11:30 AM CST Guidance for Successful Privileged Access Management Deployment In this breakout session, we'll explore the critical importance of privileged access management (PAM), its essential objectives and how to reap out the right benefits from a PAM implementation . We'll discuss how to adapt your internal processes and operating model to effectively support PAM tools and provide strategies to enhance your PAM maturity. ... Show More Show Less",access_governance,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,High-Value AI Use Cases for IAM,"11:00 AM - 11:30 AM CST High-Value AI Use Cases for IAM Nathan Harris, Sr Director Analyst, Gartner While AI holds the promise for automation and efficiency, not all IAM use cases are equally suited for AI enablement. This session will walk through Gartner research related to AI for IAM use cases, including agentic AI, and help IAM leaders focus AI adoption plans on the most beneficial use cases. ... Show More Show Less",identity_management; ai_and_automation,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,How to Become a Top Performing IAM Leader,"11:00 AM - 11:30 AM CST How to Become a Top Performing IAM Leader Rebecca Archambault, Sr Director Analyst, Gartner What is the formula for success for an IAM leader? How does the IAM leader work with many stakeholders to achieve goals and solve challenges? How do successful leaders align their work to the desired impact and value? This session will leave you with four steps to establish a trust foundation, which will guide IAM leaders and position them for success. ... Show More Show Less",identity_management,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit,Gartner IAM sessions,2026,Peer Meetup: IAM for Agentic AI and Emerging Technologies,"11:00 AM - 11:45 AM CST Peer Meetup: IAM for Agentic AI and Emerging Technologies Come together for a discussion with peers to discuss best practices and challenges around Agentic AI and Emerging Technologies. Peer Meetups are networking sessions that allow you to connect and share with a small group of your peers, without Gartner facilitation. Please make every effort to attend your Peer Meetup as other attendees will be looking forward to meeting with you. ... Show More Show Less",identity_management; ai_and_automation,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,https://www.gartner.com/en/conferences/na/identity-access-management-us/sessions,0
conference_session,Gartner IAM Summit EMEA,Gartner IAM EMEA sessions,2026,Gartner.com,"Gartner.com Global Conferences Calendar Conference Navigator Sign In Sign In Sign In Gartner Identity & Access Management Summit 8 – 9 March 2027 London, U.K. Register Now Gartner Identity & Access Management Summit 8 – 9 March 2027 London, U.K. Overview Experience Sessions Speakers Exhibitors Venue Register Now Gartner.com Global Conferences Calendar",access_governance,https://www.gartner.com/en/conferences/emea/identity-access-management-uk/sessions,https://www.gartner.com/en/conferences/emea/identity-access-management-uk/sessions,0
